200 20
199.2 20.005
198.4 20.007
197.6 20.005
196.8 20.001
196 19.995
195.2 19.987
194.4 19.977
193.6 19.965
192.8 19.952
192 19.938
191.2 19.923
190.4 19.908
189.6 19.891
188.8 19.874
188 19.857
187.2 19.839
186.4 19.821
185.6 19.803
184.8 19.784
184 19.766
183.2 19.747
182.4 19.728
181.6 19.708
180.8 19.689
180 19.67
179.2 19.651
178.4 19.632
177.6 19.613
176.8 19.594
176 19.574
175.2 19.555
174.4 19.535
173.6 19.515
172.8 19.494
172 19.473
171.2 19.452
170.4 19.431
169.6 19.409
168.8 19.387
168 19.365
167.2 19.343
166.4 19.322
165.6 19.301
164.8 19.281
164 19.262
163.2 19.244
162.4 19.228
161.6 19.213
160.8 19.2
160 19.188
159.2 19.178
158.4 19.17
157.6 19.164
156.8 19.16
156 19.159
155.2 19.159
154.4 19.161
153.6 19.166
152.8 19.173
152 19.181
151.2 19.192
150.4 19.205
149.6 19.22
148.8 19.237
148 19.256
147.2 19.277
146.4 19.299
145.6 19.323
144.8 19.349
144 19.376
143.2 19.405
142.4 19.434
141.6 19.463
140.8 19.494
140 19.524
139.2 19.554
138.4 19.583
137.6 19.612
136.8 19.639
136 19.666
135.2 19.69
134.4 19.714
133.6 19.735
132.8 19.756
132 19.774
131.2 19.791
130.4 19.806
129.6 19.82
128.8 19.832
128 19.843
127.2 19.853
126.4 19.862
125.6 19.87
124.8 19.878
124 19.885
123.2 19.893
122.4 19.9
121.6 19.907
120.8 19.914
120 19.923
119.2 19.932
118.4 19.943
117.6 19.955
116.8 19.969
116 19.985
115.2 20.003
114.4 20.023
113.6 20.046
112.8 20.071
112 20.099
111.2 20.129
110.4 20.162
109.6 20.198
108.8 20.236
108 20.278
107.2 20.322
106.4 20.369
105.6 20.419
104.8 20.472
104 20.528
103.2 20.588
102.4 20.651
101.6 20.717
100.8 20.786
100 20.858
99.2 20.932
98.4 21.009
97.6 21.087
96.8 21.166
96 21.247
95.2 21.329
94.4 21.411
93.6 21.493
92.8 21.576
92 21.659
91.2 21.741
90.4 21.822
89.6 21.903
88.8 21.983
88 22.063
87.2 22.142
86.4 22.22
85.6 22.297
84.8 22.375
84 22.452
83.2 22.53
82.4 22.608
81.6 22.687
80.8 22.767
80 22.849
79.2 22.932
78.4 23.018
77.6 23.107
76.8 23.198
76 23.294
75.2 23.393
74.4 23.497
73.6 23.605
72.8 23.719
72 23.837
71.2 23.961
70.4 24.091
