200 80
199.2 80.027
198.4 80.053
197.6 80.08
196.8 80.107
196 80.133
195.2 80.16
194.4 80.187
193.6 80.214
192.8 80.24
192 80.267
191.2 80.294
190.4 80.322
189.6 80.349
188.8 80.376
188 80.403
187.2 80.431
186.4 80.458
185.6 80.486
184.8 80.513
184 80.54
183.2 80.567
182.4 80.594
181.6 80.621
180.8 80.647
180 80.674
179.2 80.7
178.4 80.726
177.6 80.752
176.8 80.778
176 80.803
175.2 80.829
174.4 80.854
173.6 80.879
172.8 80.905
172 80.93
171.2 80.956
170.4 80.982
169.6 81.007
168.8 81.033
168 81.06
167.2 81.086
166.4 81.112
165.6 81.138
164.8 81.164
164 81.19
163.2 81.216
162.4 81.242
161.6 81.267
160.8 81.292
160 81.317
159.2 81.342
158.4 81.366
157.6 81.39
156.8 81.413
156 81.435
155.2 81.457
154.4 81.478
153.6 81.499
152.8 81.52
152 81.54
151.2 81.559
150.4 81.579
149.6 81.597
148.8 81.616
148 81.634
147.2 81.652
146.4 81.669
145.6 81.686
144.8 81.703
144 81.719
143.2 81.735
142.4 81.751
141.6 81.767
140.8 81.782
140 81.797
139.2 81.812
138.4 81.826
137.6 81.84
136.8 81.854
136 81.868
135.2 81.882
134.4 81.896
133.6 81.91
132.8 81.924
132 81.938
131.2 81.952
130.4 81.966
129.6 81.98
128.8 81.995
128 82.009
127.2 82.024
126.4 82.04
125.6 82.055
124.8 82.072
124 82.088
123.2 82.105
122.4 82.123
121.6 82.14
120.8 82.159
120 82.177
119.2 82.196
118.4 82.216
117.6 82.236
116.8 82.256
116 82.277
115.2 82.298
114.4 82.32
113.6 82.342
112.8 82.364
112 82.387
111.2 82.411
110.4 82.434
109.6 82.458
108.8 82.482
108 82.507
107.2 82.531
106.4 82.556
105.6 82.582
104.8 82.607
104 82.633
103.2 82.659
102.4 82.686
101.6 82.713
100.8 82.741
100 82.769
99.2 82.797
98.4 82.826
97.6 82.856
96.8 82.887
96 82.919
95.2 82.952
94.4 82.986
93.6 83.021
92.8 83.057
92 83.094
91.2 83.132
90.4 83.171
89.6 83.21
88.8 83.251
88 83.293
87.2 83.335
86.4 83.378
85.6 83.423
84.8 83.468
84 83.514
83.2 83.562
82.4 83.61
81.6 83.66
80.8 83.711
80 83.763
79.2 83.817
78.4 83.872
77.6 83.928
76.8 83.985
76 84.044
75.2 84.103
74.4 84.164
73.6 84.225
72.8 84.288
72 84.351
71.2 84.416
70.4 84.481
69.6 84.548
68.8 84.616
68 84.684
67.2 84.754
66.4 84.824
65.6 84.895
64.8 84.967
64 85.04
63.2 85.113
62.4 85.187
61.6 85.262
60.8 85.337
60 85.413
59.2 85.489
58.4 85.565
57.6 85.641
56.8 85.718
56 85.794
55.2 85.871
54.4 85.947
53.6 86.023
52.8 86.099
52 86.174
51.2 86.248
50.4 86.322
49.6 86.396
48.8 86.469
48 86.541
47.2 86.612
46.4 86.683
45.6 86.753
44.8 86.821
44 86.889
43.2 86.956
42.4 87.021
41.6 87.085
40.8 87.148
40 87.209
39.2 87.269
38.4 87.327
37.6 87.383
36.8 87.438
36 87.491
35.2 87.542
34.4 87.591
33.6 87.638
32.8 87.683
32 87.726
31.2 87.767
30.4 87.806
29.6 87.842
28.8 87.876
28 87.907
27.2 87.935
26.4 87.961
25.6 87.984
24.8 88.004
24 88.021
23.2 88.035
22.4 88.047
21.6 88.055
20.8 88.061
20 88.064
19.2 88.064
18.4 88.061
17.6 88.055
16.8 88.046
16 88.034
15.2 88.019
14.4 88
13.6 87.979
12.8 87.954
12 87.927
11.2 87.896
10.4 87.862
9.6 87.825
8.8 87.785
8 87.742
7.2 87.696
6.4 87.646
5.6 87.593
4.8 87.536
4 87.477
3.2 87.414
2.4 87.349
1.6 87.28
0.8 87.208
0 87.134
-0.8 87.057
-1.6 86.977
-2.4 86.894
-3.2 86.809
-4 86.721
-4.8 86.631
-5.6 86.539
-6.4 86.445
-7.2 86.348
-8 86.25
-8.8 86.151
-9.6 86.049
-10.4 85.946
-11.2 85.841
-12 85.735
-12.8 85.627
-13.6 85.518
-14.4 85.407
-15.2 85.295
-16 85.182
-16.8 85.068
-17.6 84.953
-18.4 84.836
-19.2 84.719
-20 84.601
-20.8 84.481
-21.6 84.362
-22.4 84.241
-23.2 84.12
-24 83.999
-24.8 83.877
-25.6 83.755
-26.4 83.633
-27.2 83.511
-28 83.389
-28.8 83.267
-29.6 83.145
-30.4 83.023
-31.2 82.902
-32 82.781
-32.8 82.661
-33.6 82.542
-34.4 82.423
-35.2 82.305
-36 82.188
-36.8 82.071
-37.6 81.954
-38.4 81.839
-39.2 81.724
-40 81.609
-40.8 81.495
-41.6 81.382
-42.4 81.27
-43.2 81.158
-44 81.047
-44.8 80.936
-45.6 80.827
-46.4 80.718
-47.2 80.611
-48 80.504
-48.8 80.398
-49.6 80.292
-50.4 80.188
-51.2 80.084
-52 79.982
-52.8 79.879
-53.6 79.778
-54.4 79.677
-55.2 79.577
-56 79.477
-56.8 79.378
-57.6 79.28
-58.4 79.182
-59.2 79.085
-60 78.988
-60.8 78.892
-61.6 78.797
-62.4 78.703
-63.2 78.609
-64 78.516
-64.8 78.424
-65.6 78.333
-66.4 78.243
-67.2 78.153
-68 78.065
-68.8 77.977
-69.6 77.891
-70.4 77.805
-71.2 77.721
-72 77.637
-72.8 77.555
-73.6 77.474
-74.4 77.393
-75.2 77.314
-76 77.235
-76.8 77.158
-77.6 77.082
-78.4 77.007
-79.2 76.933
-80 76.861
-80.8 76.789
-81.6 76.719
-82.4 76.65
-83.2 76.582
-84 76.516
-84.8 76.45
-85.6 76.386
-86.4 76.322
-87.2 76.259
-88 76.198
-88.8 76.136
-89.6 76.076
-90.4 76.016
-91.2 75.957
-92 75.899
-92.8 75.841
-93.6 75.784
